"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","MSW93_Order","MSW93_Family","MSW93_Genus","MSW93_Species","MSW93_Binomial","X14.1_InterBirthInterval_d","X26.4_GR_MRLat_dd","X26.7_GR_MRLong_dd"
"5679",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1565120,13.73,-8.56,NA,48.73,33.86,NA,1,23.68,2,0.11,46.96,237.53,680.18,1585.55,"Rodentia","Muridae","Arvicanthis","somalicus","Arvicanthis somalicus",-999,2.58,41.29
"5680",NA,NA,NA,NA,NA,-999,220,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,3.22,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"543;1297;2655",-999,-999,-999,-999,1001465,49.96,36.01,NA,6.59,-9.49,NA,3,118.2,10,0.00725,56.12,118.31,510.85,809.45,"Rodentia","Muridae","Arvicola","sapidus","Arvicola sapidus",-999,42.98,-1.45
"5681",NA,NA,NA,NA,NA,-999,120,-999,193.87,-999,365,113.1,97.5,-999,-999,21.24,-999,-999,-999,NA,4.89,3.5,60,5.31,-999,57100,-999,42,-999,-999,-999,-999,14,-999,-999,"222;543;730;1020;1297;1577;1822;1849;1949;2655;2678;2732;2733",-999,-999,-999,-999,18177349,71.13,31.28,NA,138.21,-7.8,NA,0,45.95,0,0.00533,39.14,10.26,348.9,467.63,"Rodentia","Muridae","Arvicola","terrestris","Arvicola terrestris",22,51.2,65.2
"5682",NA,NA,NA,NA,NA,-999,-999,38.49,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2151",8.89,-999,-999,-999,132910,17.18,8.75,NA,44.12,39.68,NA,4,53.09,5,0.14,37.13,255.16,498.01,1672.63,"Chiroptera","Rhinolophidae","Asellia","patrizii","Asellia patrizii",-999,12.97,41.9
"5683",NA,NA,NA,NA,NA,3,6720,-999,460,-999,-999,-999,-999,2,-999,138.24,1,2.31,2.26,NA,1.02,-999,336,-999,-999,13.5,-999,-999,14.5,-999,2,1,-999,-999,-999,"208;543;730;890;1297;1544;1547;1848;2151;2308;2344;2463;2655;2660;2912;2986",-999,-999,-999,-999,1175008,11.35,-4.98,NA,-60.12,-78.54,NA,0,11.12,0,0.11,209.53,257.35,1470.06,1539.77,"Primates","Cebidae","Ateles","belzebuth","Ateles belzebuth",-999,3.18,-69.33
"5684",NA,NA,NA,NA,NA,3,7130,-999,454.97,-999,-999,-999,-999,2,-999,-999,1,1.19,-999,NA,-999,-999,-999,-999,-999,3.39,-999,-999,-999,-999,2,1,-999,-999,-999,"1544;1547;1848;2145;2151;2251;2655;2912",-999,-999,-999,-999,990902,-2.58,-11.43,NA,-62.25,-77.21,NA,0,1.62,0,0.1,194.51,254.97,1504.72,1569.06,"Primates","Cebidae","Ateles","chamek","Ateles chamek",-999,-7.01,-69.73
"5685",NA,NA,NA,NA,NA,3,9070,-999,489.89,-999,1773.9,-999,-999,2,-999,224.77,1,-999,-999,NA,1.01,-999,288,500,-999,-999,-999,1574.06,-999,-999,2,1,479.56,-999,-999,"208;543;1297;1544;1547;1848;2151;2344;2489;2493;2655;2660;2986",-999,0.72,-999,-999,201580,11.11,1.77,NA,-73.92,-79.12,NA,3,85.93,4,0.11,220.34,240.81,1483.74,1654.37,"Primates","Cebidae","Ateles","fusciceps","Ateles fusciceps",851.66,6.44,-76.52
"5686",NA,NA,NA,NA,NA,3,7610,-999,433.73,-999,2080.5,-999,-999,2,-999,226.52,1,0.74,0.75,NA,1,-999,327.6,425,-999,19.2,-999,1824.99,42,-999,2,1,811.04,3490,-999,"208;730;1297;1544;1547;1763;1767;1848;2145;2151;2344;2463;2488;2489;2493;2655;2660;2912;2986",-999,0.65,-999,-999,806609,24.09,0.67,NA,-70.23,-98.85,NA,2,55.14,4,0.14,153.93,243.16,1344.08,1624.94,"Primates","Cebidae","Ateles","geoffroyi","Ateles geoffroyi",1048.15,12.38,-84.54
"5687",NA,NA,NA,NA,NA,3,6240,-999,460.97,-999,-999,-999,-999,2,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"1544;1848;2151;2655",-999,-999,-999,-999,831855,-0.54,-8.84,NA,-47.7,-64.33,NA,0,4.83,0,0.11,169.03,252.71,1421.4,1592.48,"Primates","Cebidae","Ateles","marginatus","Ateles marginatus",-999,-4.69,-56.01
"5688",NA,NA,NA,NA,NA,3,8710,-999,576.84,-999,1825,-999,-999,6,-999,228.25,1,1.39,1.53,NA,1,-999,453.6,479,-999,8,-999,1824.99,20,-999,2,2,800.18,2750,-999,"208;543;730;890;1201;1297;1544;1547;1763;1767;1768;1848;2151;2344;2463;2488;2489;2493;2655;2660;2912;2986;3086",-999,0.64,-999,-999,892635,7.28,-3.14,NA,-50.44,-61.85,NA,0,3.25,0,0.08,157.69,255.77,1456.6,1696.86,"Primates","Cebidae","Ateles","paniscus","Ateles paniscus",1072.18,2.06,-56.14
"5689",NA,NA,NA,NA,NA,-999,8360,-999,835.79,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,-999,-999,132,-999,-999,-999,-999,-999,1,-999,1,3,-999,-999,-999,"543;890;1113;2655",-999,-999,-999,-999,7634257,4.79,-32.31,NA,-43.54,-78.61,NA,0,7.43,0,0.12,163.06,235.49,1316.27,1488,"Carnivora","Canidae","Atelocynus","microtis","Atelocynus microtis",-999,-13.76,-61.08
"5690",NA,NA,NA,NA,NA,1,2880,-999,431.5,0,-999,-999,-999,5,-999,108.32,2,0.12,0.1,NA,1.22,2.75,274.8,146,180,-999,-999,-999,1,-999,2,2,43.73,-999,-999,"543;903;904;1297;1573;2151;2359;2655",-999,-999,-999,-999,5140712,12.42,-12.53,NA,36.65,-16.62,NA,0,44.07,1,0.12,139.92,240.77,1261.44,1545.9,"Rodentia","Hystricidae","Atherurus","africanus","Atherurus africanus",-999,-0.05,10.01
"5691",NA,NA,NA,NA,NA,1,2000,-999,-999,-999,-999,-999,-999,5,-999,-999,2,-999,-999,NA,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"1297;2151;2655",-999,-999,-999,-999,2597041,31.4,-5.94,NA,111.03,92.34,NA,1,111.44,5,0.1,168.29,215.83,1225.15,1515.46,"Rodentia","Hystricidae","Atherurus","macrourus","Atherurus macrourus",-999,12.72,101.69
"5692",NA,NA,NA,NA,NA,2,3600,-999,501.87,11.5,-999,-999,-999,6,-999,77.47,2,1.73,1.5,NA,2.49,2,209,100,-999,-999,-999,258.1,-999,4,1,2,35.9,550,-999,"543;1113;1297;1573;2655",-999,-999,-999,-999,14296320,17.06,-34.83,NA,41.88,-16.82,NA,0,37.15,1,0.13,99.93,233.39,986.68,1518.76,"Carnivora","Herpestidae","Atilax","paludinosus","Atilax paludinosus",182.5,-8.88,12.52
"5693",NA,NA,NA,NA,NA,-999,251,-999,189.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"543;2495;2655",-999,-999,-999,-999,179364,34.96,28.29,NA,-3.27,-10.01,NA,4,77.86,5,0.06,25.6,156.01,384.71,1270.58,"Rodentia","Sciuridae","Atlantoxerus","getulus","Atlantoxerus getulus",-999,31.63,-6.64
"5694",NA,NA,NA,NA,NA,3,71,-999,-999,-999,-999,110.59,76.8,-999,-999,-999,1,-999,-999,NA,3.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"424;890;1297;1822;2655",-999,-999,-999,-999,207033,-14.83,-19.94,NA,-64.89,-72.09,NA,0,23.75,1,0.06,54.21,71.72,622.69,1213.64,"Rodentia","Muridae","Auliscomys","boliviensis","Auliscomys boliviensis",-999,-17.39,-68.49
"5695",NA,NA,NA,NA,NA,1,70.8,-999,-999,-999,-999,97.81,62.3,6,-999,-999,3,-999,-999,NA,3.96,-999,-999,-999,-999,231,-999,58.36,-999,-999,2,2,-999,-999,-999,"424;730;890;1297;1822;2008;2242;2655",-999,-999,-999,-999,348629,-32.56,-53.35,NA,-69.78,-74.05,NA,0,22.22,0,0.09,69.99,63.22,472.83,681.65,"Rodentia","Muridae","Auliscomys","micropus","Auliscomys micropus",-999,-42.96,-71.91
"5696",NA,NA,NA,NA,NA,-999,54.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,309322,-10.22,-17.82,NA,-66.9,-76.72,NA,1,20.05,4,0.05,96.91,80.66,848.79,1322.48,"Rodentia","Muridae","Auliscomys","pictus","Auliscomys pictus",-999,-14.02,-71.81
"5697",NA,NA,NA,NA,NA,-999,38,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;2655",-999,-999,-999,-999,497531,-13.4,-24.79,NA,-64.22,-73.34,NA,0,13.3,0,0.06,62.02,38.57,591.15,1268.04,"Rodentia","Muridae","Auliscomys","sublimis","Auliscomys sublimis",-999,-19.09,-68.78
"5698",NA,NA,NA,NA,NA,-999,65000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Phocoenidae","Australophocaena","dioptrica","Australophocaena dioptrica",-999,-999,-999
"5699",NA,NA,NA,NA,NA,2,1020,-999,274.99,-999,941.7,-999,-999,3,-999,136.19,2,0.01,0.01,NA,1.01,1,-999,-999,90,72,-999,-999,2.25,2,2,1,148.18,-999,-999,"208;511;730;1046;1048;1261;1262;1297;1544;1547;1848;2151;2344;2488;2493;2655;2972;2973;2986",-999,-999,33.6,-999,95148,-13.77,-25.17,NA,50.45,44.63,NA,2,34.34,4,0.18,165.9,206.05,1272.88,1597.82,"Primates","Indridae","Avahi","laniger","Avahi laniger",365,-19.47,47.54
"5700",NA,NA,NA,NA,NA,-999,69500,-999,-999,-999,-999,-999,-999,-999,-999,227.49,-999,0.68,2.46,NA,1,-999,249.6,3160,-999,6.7,-999,462.75,-999,-999,-999,-999,121.66,-999,-999,"543;653;730;789;1297;1573;2044;2525;2655;2986;3010",-999,1.03,-999,-999,2041090,28.58,5.91,NA,89.82,73.11,NA,22,361.47,93,0.09,96.14,256.61,814.1,1480.62,"Artiodactyla","Cervidae","Axis","axis","Axis axis",425.83,17.25,81.46
"5701",NA,NA,NA,NA,NA,3,39500,-999,1387.44,-999,-999,-999,-999,-999,-999,223.99,-999,-999,-999,NA,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"899;2152;2655;3010",-999,-999,-999,-999,1345,12.33,11.66,NA,120.34,119.84,NA,29,36.99,29,0.21,-999,-999,-999,-999,"Artiodactyla","Cervidae","Axis","calamianensis","Axis calamianensis",-999,11.99,120.09
"5702",NA,NA,NA,NA,NA,3,55000,-999,1374.99,-999,-999,-999,-999,2,-999,227.49,-999,-999,-999,NA,1,1.3,-999,-999,-999,4.41,-999,-999,-999,-999,-999,1,-999,-999,-999,"132;899;2525;2655;3010",-999,-999,-999,-999,198,-5.72,-5.86,NA,112.73,112.56,NA,625,625,625,0.01,-999,-999,-999,-999,"Artiodactyla","Cervidae","Axis","kuhlii","Axis kuhlii",-999,-5.79,112.64
"5703",NA,NA,NA,NA,NA,-999,37100,-999,-999,-999,-999,-999,-999,3,-999,220.13,-999,0.53,-999,NA,1,-999,240,2480,-999,16.5,-999,403.98,1.8,-999,-999,1,-999,-999,-999,"543;653;730;789;1297;2655;2986;3010",-999,-999,-999,-999,2017514,32.58,8.55,NA,107.57,67.83,NA,0,144.43,6,0.09,136.98,213.51,979.62,1418.55,"Artiodactyla","Cervidae","Axis","porcinus","Axis porcinus",-999,20.57,87.7
"5704",NA,NA,NA,NA,NA,3,91700,-999,950,-999,-999,-999,-999,6,-999,156.5,1,-999,-999,NA,1.5,1.5,288,715,-999,-999,-999,345.19,4.5,4,1,2,212.91,-999,-999,"511;543;645;899;1297;1848;2180;2228;2655",-999,-999,-999,-999,61504,1.55,-4.31,NA,127.26,119.82,NA,5,35.4,5,0.06,236.71,208.35,1808.07,1884.79,"Artiodactyla","Suidae","Babyrousa","babyrussa","Babyrousa babyrussa",-999,-1.37,123.54
"5705",NA,NA,NA,NA,NA,2,9,-999,75.59,-999,-999,-999,-999,4,-999,-999,2,-999,-999,NA,2.84,-999,-999,1.77,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,"1297;2207;2655",-999,-999,-999,-999,452712,21.27,12.62,NA,-86.01,-105.7,NA,6,103.54,11,0.08,109.05,207.07,1041.37,1588.04,"Rodentia","Muridae","Baiomys","musculus","Baiomys musculus",-999,16.95,-95.85
"5706",NA,NA,NA,NA,NA,2,7.44,-999,64.27,13.37,81.5,17.08,7.15,4,-999,21.99,-999,0.000389,0.00035,NA,2.53,10,39.12,1.16,-999,2470,-999,42.21,-999,-999,-999,1,20.25,-999,-999,"375;543;730;914;1166;1297;1402;1822;2345;2655",-999,-999,-999,-999,1097471,33.89,18.5,NA,-93.88,-111.06,NA,0,59.41,2,0.09,55.48,188.74,739.36,1290.11,"Rodentia","Muridae","Baiomys","taylori","Baiomys taylori",23,26.19,-102.47
"5707",NA,NA,NA,NA,NA,-999,79700000,-999,12209.7,-999,-999,-999,-999,1,-999,379.9,1,-999,-999,NA,1,0.41,480,-999,-999,-999,-999,5263.88,5,-999,-999,3,356.71,-999,-999,"96;543;555;899;1004;1015;1297;2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Balaenidae","Balaena","mysticetus","Balaena mysticetus",1642.5,-999,-999
"5708",NA,NA,NA,NA,NA,-999,5590000,-999,5532.61,-999,-999,-999,-999,2,-999,304.16,1,-999,-999,NA,1,1,600,-999,7600,-999,1,2332.83,2,-999,-999,3,182.5,-999,-999,"29;101;122;511;543;1004;1217;1297;2151;2655",-999,-999,2520000,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Balaenopteridae","Balaenoptera","acutorostrata","Balaenoptera acutorostrata",469.93,-999,-999
"5709",NA,NA,NA,NA,NA,-999,22100000,-999,16493.9,-999,-999,-999,-999,2,-999,334.58,1,-999,-999,NA,1,0.41,888,650000,4729.99,-999,-999,2854,4.25,-999,-999,3,202.8,-999,-999,"511;543;899;1004;1217;1297;2151;2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Balaenopteridae","Balaenoptera","borealis","Balaenoptera borealis",730,-999,-999
"5710",NA,NA,NA,NA,NA,-999,2e+07,-999,13862.67,-999,-999,-999,-999,2,-999,383.95,1,-999,-999,NA,0.97,-999,864,-999,3889.99,-999,3,1645.23,6,-999,-999,3,273.75,-999,-999,"172;349;351;511;543;1217;1297;2151;2409;2475;2655",-999,-999,462000,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Balaenopteridae","Balaenoptera","edeni","Balaenoptera edeni",-999,-999,-999
"5711",NA,NA,NA,NA,NA,-999,1.54e+08,-999,30479.99,-999,-999,-999,-999,1,-999,326.97,1,-999,-999,NA,0.99,0.45,1320,2740000,7236.55,-999,1,1679,1.25,-999,-999,3,210.33,1.7e+07,-999,"172;511;543;899;1004;1015;1217;1297;2151;2409;2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Balaenopteridae","Balaenoptera","musculus","Balaenoptera musculus",821.25,-999,-999
"5712",NA,NA,NA,NA,NA,-999,47500000,-999,20653.35,-999,-999,-999,-999,2,-999,338.36,1,-999,-999,NA,1,0.37,1392,1900000,6273.75,-999,1.5,2317.39,-999,-999,-999,3,195.31,-999,12000,"24;27;543;899;1004;1015;1217;1297;1577;2151;2655",-999,-999,-999,6270000,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Balaenopteridae","Balaenoptera","physalus","Balaenoptera physalus",730,-999,-999
"5713",NA,NA,NA,NA,NA,1,-999,39,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"889;1658;2151",9.22,-999,-999,-999,68802,1.43,-2.73,NA,-78.29,-80.97,NA,0,83.28,9,0.11,121.57,242.2,1124.51,1461.07,"Chiroptera","Emballonuridae","Balantiopteryx","infusca","Balantiopteryx infusca",-999,-0.64,-79.63
"5714",NA,NA,NA,NA,NA,1,3.96,37,40.2,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,1,-999,-999,0.63,25.33,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"125;889;1297;1609;1658;2151;2655",-999,-999,-999,-999,211758,18.8,15,NA,-88.21,-96.39,NA,3,40.29,4,0.13,144.32,239.45,1366.65,1623.94,"Chiroptera","Emballonuridae","Balantiopteryx","io","Balantiopteryx io",-999,16.9,-92.3
"5715",NA,NA,NA,NA,NA,1,6.56,42.25,-999,-999,365,-999,-999,1,-999,138.99,1,-999,-999,NA,0.98,1,-999,2,-999,-999,113,-999,-999,-999,2,3,60,-999,-999,"126;426;429;889;1297;1658;1705;1814;2143;2151;2537;2655",-999,-999,-999,-999,841946,27.13,9.36,NA,-71.82,-110.03,NA,3,88.19,8,0.09,106.96,216.78,1061.85,1571.82,"Chiroptera","Emballonuridae","Balantiopteryx","plicata","Balantiopteryx plicata",-999,18.24,-90.93
"5716",NA,NA,NA,NA,NA,-999,14.4,40.99,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"196;360;1343;1658;2017;2143;2151;2655;2719",-999,-999,-999,-999,870187,7.09,-5.94,NA,119.26,95.18,NA,1,90.03,4,0.14,244.15,249.46,1690.56,1755.34,"Chiroptera","Pteropodidae","Balionycteris","maculata","Balionycteris maculata",-999,0.57,107.22
"5717",NA,NA,NA,NA,NA,-999,227,-999,-999,-999,91.25,-999,-999,-999,-999,18.89,-999,-999,-999,NA,7.29,5.9,-999,4.85,47,-999,-999,68.95,-999,-999,-999,-999,29.84,22.9,-999,"456;1297;2655",-999,-999,-999,-999,3698086,34.2,5.91,NA,97.54,66.5,NA,0,320.61,24,0.09,107.29,236.14,810.44,1418.33,"Rodentia","Muridae","Bandicota","bengalensis","Bandicota bengalensis",61.9,20.06,82.02
"5718",NA,NA,NA,NA,NA,-999,583,-999,-999,-999,272.5,-999,-999,-999,-999,20.27,-999,-999,-999,NA,6.12,-999,-999,9.79,-999,-999,-999,194.77,-999,-999,-999,-999,27.21,41,-999,"456;1297;2655",-999,2.57,-999,-999,6308602,34.13,5.91,NA,122,62.27,NA,1,264.57,11,0.09,111.99,228.78,864.32,1417.41,"Rodentia","Muridae","Bandicota","indica","Bandicota indica",71.25,20.02,92.13
"5719",NA,NA,NA,NA,NA,-999,260,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456",-999,-999,-999,-999,678507,22.69,11.27,NA,109.46,95.62,NA,2,94.32,7,0.09,134.78,244.58,1132.93,1579.38,"Rodentia","Muridae","Bandicota","savilei","Bandicota savilei",-999,16.98,102.54
"5720",NA,NA,NA,NA,NA,-999,8.25,38.49,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,2,1,252,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,-999,"196;543;1297;1658;2143;2151;2622;2655;2719;2884",-999,-999,-999,-999,3884783,60.57,27.99,NA,49.43,-17.33,NA,3,129.13,16,0.00951,57.72,84.25,498.71,630.2,"Chiroptera","Vespertilionidae","Barbastella","barbastellus","Barbastella barbastellus",-999,44.28,16.05
"5721",NA,NA,NA,NA,NA,-999,15.1,41.49,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2151;2622;2655",-999,-999,-999,-999,3609916,45.52,15.46,NA,145.82,33.91,NA,0,143.24,1,0.08,84.55,82.03,630.25,997.18,"Chiroptera","Vespertilionidae","Barbastella","leucomelas","Barbastella leucomelas",-999,30.49,89.86
"5722",NA,NA,NA,NA,NA,1,1240,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2151;2655",-999,-999,-999,-999,467193,-0.16,-13.86,NA,-66.12,-77.25,NA,0,2.2,0,0.15,208.81,258.1,1455.99,1506.65,"Carnivora","Procyonidae","Bassaricyon","alleni","Bassaricyon alleni",-999,-7.01,-71.69
"5723",NA,NA,NA,NA,NA,1,1240,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1113;2151;2655",-999,-999,-999,-999,441326,6.43,-0.71,NA,-60.52,-67.5,NA,0,0.69,0,0.23,186.26,239.89,1600.58,1677.17,"Carnivora","Procyonidae","Bassaricyon","beddardi","Bassaricyon beddardi",-999,2.85,-64.01
"5724",NA,NA,NA,NA,NA,1,1250,-999,413.63,18.5,-999,-999,-999,6,-999,76.84,2,-999,-999,NA,1,-999,300,55,-999,6.11,-999,534.82,-999,-999,2,2,88.9,-999,-999,"543;730;890;1113;2151;2655",-999,-999,-999,-999,803202,13.29,-3.13,NA,-69.42,-86.14,NA,0,46.86,0,0.1,176.37,230.94,1406.78,1524.8,"Carnivora","Procyonidae","Bassaricyon","gabbii","Bassaricyon gabbii",-999,5.08,-77.78
"5725",NA,NA,NA,NA,NA,2,4280,-999,549.5,-999,-999,-999,-999,1,-999,126.96,1,-999,-999,NA,0.96,-999,-999,179,-999,153,-999,-999,1,-999,2,1,64.11,-999,-999,"730;889;890;905;1297;2151;2430;2431;2655",-999,-999,-999,-999,1806394,9.52,-3.31,NA,-49.88,-69.89,NA,0,3.19,0,0.14,157.98,250.62,1478.74,1691.34,"Xenarthra","Bradypodidae","Bradypus","tridactylus","Bradypus tridactylus",-999,3.1,-59.89
"5726",NA,NA,NA,NA,NA,2,3860,-999,-999,-999,-999,685.99,3790,1,-999,171.05,1,0.01,0.01,NA,0.92,-999,-999,272,-999,512,-999,-999,1,-999,2,1,25.64,-999,-999,"730;887;889;890;905;1297;1822;1983;2106;2151;2430;2655",-999,1.11,-999,-999,8222757,15.99,-27.54,NA,-42.23,-87.54,NA,0,12.64,0,0.12,164.82,244.36,1324.28,1530.89,"Xenarthra","Bradypodidae","Bradypus","variegatus","Bradypus variegatus",365,-5.77,-64.88
"5727",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Brotomys","contractus","Brotomys contractus",-999,-999,-999
"5728",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Brotomys","voratus","Brotomys voratus",-999,-999,-999
"5729",NA,NA,NA,NA,NA,-999,919000,-999,2649.52,-999,-999,-999,-999,2,893.58,320,1,3.7,-999,NA,1,1,339,-999,-999,1.08,-999,744.82,-999,-999,1,1,242.74,-999,-999,"511;543;730;899;1297;1525;1848;2152;2655",-999,-999,-999,-999,978657,27.44,14.51,NA,100,84.68,NA,2,254.7,10,0.08,154.04,223.58,1028.93,1394.47,"Artiodactyla","Bovidae","Bubalus","bubalis","Bubalus bubalis",547.5,20.98,92.34
"5730",NA,NA,NA,NA,NA,3,255000,-999,1728.58,-999,-999,-999,-999,3,-999,295.78,1,-999,-999,NA,1,1,432.96,-999,-999,-999,-999,657.98,1,-999,1,1,-999,-999,-999,"511;543;899;1297;1525;1848;2655",-999,-999,-999,-999,41027,0.85,-3.51,NA,123.99,119.57,NA,17,40,17,0.09,227.75,197.83,1814.71,1867.36,"Artiodactyla","Bovidae","Bubalus","depressicornis","Bubalus depressicornis",-999,-1.33,121.78
"5731",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Artiodactyla","Bovidae","Bubalus","mephistopheles","Bubalus mephistopheles",-999,-999,-999
