"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","MSW93_Order","MSW93_Family","MSW93_Genus","MSW93_Species","MSW93_Binomial","X14.1_InterBirthInterval_d","X26.4_GR_MRLat_dd","X26.7_GR_MRLong_dd"
"5625",NA,NA,NA,NA,NA,-999,20.7,-999,-999,-999,-999,50.5,20.7,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1822;2655",-999,-999,-999,-999,385,33.62,33.4,NA,35.88,35.67,NA,117,333.37,117,0.18,83.48,166.04,384.48,1374.77,"Rodentia","Muridae","Apodemus","hermonensis","Apodemus hermonensis",-999,33.51,35.78
"5626",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,6809,40.51,39.7,NA,49.35,48.18,NA,33,80.39,33,0.05,38.8,121.69,519.29,877.46,"Rodentia","Muridae","Apodemus","hyrcanicus","Apodemus hyrcanicus",-999,40.1,48.77
"5627",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,494407,31.65,22.73,NA,103.91,96.15,NA,1,54.82,2,0.07,145.12,58.48,863.27,1066.56,"Rodentia","Muridae","Apodemus","latronum","Apodemus latronum",-999,27.19,100.03
"5628",NA,NA,NA,NA,NA,-999,43.9,-999,-999,-999,-999,70.64,42.3,-999,-999,23,-999,-999,-999,NA,3.89,2,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;1822;2655",-999,-999,-999,-999,1014798,45.35,31.94,NA,44.36,14.79,NA,0,98.8,28,0.05,56.17,102.85,456.18,983.79,"Rodentia","Muridae","Apodemus","mystacinus","Apodemus mystacinus",-999,38.65,29.58
"5629",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,4.41,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,7650074,68.18,28.34,NA,145.82,82.7,NA,0,91.15,0,0.01,42.13,-20.28,443.07,541.95,"Rodentia","Muridae","Apodemus","peninsulae","Apodemus peninsulae",-999,48.26,114.26
"5630",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1101405,46.11,30.19,NA,50.37,33.84,NA,7,80.24,13,0.06,40.07,122.21,407.15,1000.32,"Rodentia","Muridae","Apodemus","ponticus","Apodemus ponticus",-999,38.15,42.1
"5631",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,76241,34.62,31.7,NA,78.78,75.2,NA,2,52.26,6,0.09,40.76,2.65,615.97,1013.02,"Rodentia","Muridae","Apodemus","rusiges","Apodemus rusiges",-999,33.16,76.99
"5632",NA,NA,NA,NA,NA,-999,25.8,-999,91.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,3.56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456;1770;3121",-999,-999,-999,-999,36066,25.29,21.9,NA,122,120.04,NA,70,676.6,73,0.03,160.5,165.8,-999,-999,"Rodentia","Muridae","Apodemus","semotus","Apodemus semotus",-999,23.6,121.02
"5633",NA,NA,NA,NA,NA,-999,43.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,4.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456;1297",-999,-999,-999,-999,361275,45.52,30.98,NA,145.82,129.55,NA,56,311.83,73,0.00988,132.24,90.59,743.5,799.35,"Rodentia","Muridae","Apodemus","speciosus","Apodemus speciosus",-999,38.25,137.69
"5634",NA,NA,NA,NA,NA,2,21.9,-999,87.65,-999,85,56.98,22,4,-999,23.68,2,0.00713,0.0063,NA,5.1,3.75,52.8,1.5,-999,780,-999,50.18,-999,-999,2,2,19.25,-999,-999,"37;38;239;274;370;421;456;476;543;730;908;944;1153;1297;1573;1577;1822;1849;1998;2372;2655;2662;2678;2805;2975",-999,-999,-999,-999,5043251,62.04,33.01,NA,39.79,-10.47,NA,0,133.89,14,0.01,57.22,90.82,476.85,650.57,"Rodentia","Muridae","Apodemus","sylvaticus","Apodemus sylvaticus",41.28,47.53,14.65
"5635",NA,NA,NA,NA,NA,-999,18.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,5.73,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;1577",-999,-999,-999,-999,7273480,59.09,29.93,NA,90.73,14.34,NA,0,52.81,2,0.02,37.81,48.61,389.88,607.08,"Rodentia","Muridae","Apodemus","uralensis","Apodemus uralensis",-999,44.51,52.53
"5636",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,640317,38.1,29.02,NA,83.07,62.08,NA,0,41.38,0,0.17,29.1,7.04,356.96,977.41,"Rodentia","Muridae","Apodemus","wardi","Apodemus wardi",-999,33.56,72.57
"5637",NA,NA,NA,NA,NA,1,34.9,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,39988,18.09,14.64,NA,122.27,120.55,NA,29,217.59,29,0.07,224.37,231.44,1397.53,1703.86,"Rodentia","Muridae","Apomys","abrae","Apomys abrae",-999,16.37,121.41
"5638",NA,NA,NA,NA,NA,1,34.9,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,11325,17.82,16.17,NA,121.33,120.52,NA,29,99.65,29,0.00858,259.41,210.39,1416.52,1618.73,"Rodentia","Muridae","Apomys","datae","Apomys datae",-999,17,120.92
"5639",NA,NA,NA,NA,NA,1,34.9,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,17395,9.36,5.79,NA,126.41,124.2,NA,66,150.22,74,0.13,184.2,229.69,1575.6,1745.72,"Rodentia","Muridae","Apomys","hylocoetes","Apomys hylocoetes",-999,7.57,125.3
"5640",NA,NA,NA,NA,NA,1,34.9,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,95605,10.47,5.55,NA,126.6,121.89,NA,33,159.88,55,0.11,170.68,236.39,1567.81,1734.24,"Rodentia","Muridae","Apomys","insignis","Apomys insignis",-999,8.01,124.24
"5641",NA,NA,NA,NA,NA,1,31,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1306;2152;2655",-999,-999,-999,-999,106985,11.7,5.55,NA,126.6,121.89,NA,33,177.77,55,0.11,173.61,240.08,1565.18,1739.39,"Rodentia","Muridae","Apomys","littoralis","Apomys littoralis",-999,8.63,124.24
"5642",NA,NA,NA,NA,NA,2,35,-999,109.5,-999,-999,-999,-999,4,-999,-999,2,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"170;2152;2446;2655",-999,-999,-999,-999,26990,14.62,12.53,NA,124.42,120.56,NA,84,511.84,112,0.1,254.07,256.19,1412,1844,"Rodentia","Muridae","Apomys","microdon","Apomys microdon",-999,13.58,122.49
"5643",NA,NA,NA,NA,NA,2,21.2,-999,109.5,-999,-999,-999,-999,4,-999,-999,2,0.00268,0.00242,NA,-999,-999,-999,-999,-999,1110,-999,-999,-999,-999,2,2,-999,-999,-999,"170;2152;2446;2655",-999,-999,-999,-999,115585,18.65,12.2,NA,124.19,119.74,NA,19,283.29,29,0.09,233.49,240.53,1367.82,1715.75,"Rodentia","Muridae","Apomys","musculus","Apomys musculus",-999,15.42,121.97
"5644",NA,NA,NA,NA,NA,1,34.9,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,341,15.27,15.08,NA,120.64,120.45,NA,171,373,171,0.07,269.5,244,1103,1844,"Rodentia","Muridae","Apomys","sacobianus","Apomys sacobianus",-999,15.18,120.54
"5645",NA,NA,NA,NA,NA,-999,619,166.5,245.77,-999,-999,-999,-999,2,-999,-999,1,-999,-999,NA,1,1,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"974;1015;2151;2655",-999,-999,-999,-999,66663,-4.66,-6.94,NA,145.87,140.28,NA,1,14.78,1,0.17,354.23,171.17,1655.43,1662.62,"Chiroptera","Pteropodidae","Aproteles","bulmerae","Aproteles bulmerae",-999,-5.8,143.07
"5646",NA,NA,NA,NA,NA,-999,23,-999,103.87,-999,-999,-999,-999,3,-999,-999,2,-999,-999,NA,2.73,-999,-999,-999,-999,-999,-999,-999,-999,5,2,1,-999,-999,-999,"1297;2655;2937",-999,-999,-999,-999,77784,46.22,40.18,NA,-121.85,-124.56,NA,1,30.76,1,0.09,95.54,82.83,446.72,747.45,"Rodentia","Muridae","Arborimus","albipes","Arborimus albipes",-999,43.2,-123.2
"5647",NA,NA,NA,NA,NA,1,21.8,-999,103.87,-999,-999,58.86,21.8,1,-999,32.25,2,-999,-999,NA,2.91,-999,-999,2.58,-999,-999,-999,-999,1,-999,2,1,28.64,21,-999,"683;1108;1294;1297;1822;1949;2655",-999,-999,-999,-999,54116,45.75,41.46,NA,-121.46,-124.56,NA,1,33.08,2,0.1,95.78,83.09,457.3,734.56,"Rodentia","Muridae","Arborimus","longicaudus","Arborimus longicaudus",-999,43.6,-123.01
"5648",NA,NA,NA,NA,NA,1,32.5,-999,99.21,20.8,-999,-999,-999,1,-999,32.41,2,-999,-999,NA,2,-999,-999,2.39,-999,-999,-999,-999,-999,4,2,1,35.06,-999,-999,"11;2655",-999,-999,-999,-999,22032,41.57,37.92,NA,-122.63,-124.4,NA,1,33.24,1,0.01,69.74,85.68,398.61,974.6,"Rodentia","Muridae","Arborimus","pomo","Arborimus pomo",-999,39.75,-123.52
"5649",NA,NA,NA,NA,NA,3,35.4,-999,69.99,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,570,-999,-999,-999,-999,-999,3,-999,-999,-999,"170;1015;2152;2446;2655",-999,-999,-999,-999,328,13.74,13.55,NA,123.47,123.28,NA,323,323,323,0.09,331,252,-999,-999,"Rodentia","Muridae","Archboldomys","luzonensis","Archboldomys luzonensis",-999,13.65,123.38
"5650",NA,NA,NA,NA,NA,1,13000,-999,789.66,3,-999,1877.64,13640,3,-999,92.24,1,-999,-999,NA,2.57,-999,272.4,317,214.99,-999,-999,875.43,-999,-999,1,1,110.52,-999,-999,"367;543;1113;1297;1822;2655",-999,1.19,-999,-999,2913840,28.46,-8.78,NA,119.93,88.38,NA,1,124.82,4,0.12,194.92,229.94,1362.12,1587.23,"Carnivora","Viverridae","Arctictis","binturong","Arctictis binturong",317.6,9.84,104.16
"5651",NA,NA,NA,NA,NA,-999,235,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1547;1848;2655",-999,-999,-999,-999,878240,5.23,-6.05,NA,18.65,8.69,NA,0,13.57,1,0.08,150.36,244.58,1305.13,1502.14,"Primates","Loridae","Arctocebus","aureus","Arctocebus aureus",-999,-0.41,13.67
"5652",NA,NA,NA,NA,NA,1,258,-999,240,-999,417.92,87.55,208,3,-999,133.74,-999,-999,-999,NA,1,-999,156,31.9,-999,6.29,-999,260.45,1,-999,-999,2,108.55,160,-999,"208;223;543;730;732;1297;1544;1547;1822;1848;2151;2344;2493;2511;2655;2986",-999,1.79,-999,-999,185094,7.45,3.58,NA,13.39,6.02,NA,6,145.31,7,0.11,184.44,247.75,1217.99,1530.26,"Primates","Loridae","Arctocebus","calabarensis","Arctocebus calabarensis",144.47,5.52,9.71
"5653",NA,NA,NA,NA,NA,1,68300,-999,1657.04,0,-999,-999,-999,6,-999,247.01,2,-999,-999,NA,1,-999,252,4450,-999,-999,-999,1573.33,-999,-999,1,2,365,18600,-999,"367;890;1297;1763;2151;2655",-999,1.11,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Carnivora","Otariidae","Arctocephalus","australis","Arctocephalus australis",365,-999,-999
"5654",NA,NA,NA,NA,NA,1,101000,-999,1710.93,0,-999,-999,-999,6,-999,243.09,2,-999,-999,NA,1,-999,180,3700,-999,-999,16000,2377.97,-999,-999,1,2,322.67,12300,-999,"367;905;1297;1763;2151;2655",-999,1.11,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Carnivora","Otariidae","Arctocephalus","forsteri","Arctocephalus forsteri",365,-999,-999
"5655",NA,NA,NA,NA,NA,1,8170,-999,694.18,-999,-999,-999,-999,6,-999,42.94,1,-999,-999,NA,2.99,-999,167,58,-999,-999,-999,-999,-999,6,1,2,155.71,-999,-999,"543;1113;1297;2655",-999,-999,-999,-999,4519064,38.98,-5.12,NA,122.7,91.42,NA,1,250.46,6,0.07,124.48,169.67,1020.9,1215.32,"Carnivora","Mustelidae","Arctonyx","collaris","Arctonyx collaris",-999,16.92,107.06
"5656",NA,NA,NA,NA,NA,-999,19.1,48.54,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,1,2,-999,2.67,36.73,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"1297;1636;1637;1658;1920;2151;2655;2719;3023",-999,-999,-999,-999,4493,17.53,13.11,NA,-60.81,-63,NA,0,215.47,0,0.04,-999,-999,-999,-999,"Chiroptera","Phyllostomidae","Ardops","nichollsi","Ardops nichollsi",-999,15.32,-61.9
"5657",NA,NA,NA,NA,NA,-999,-999,40.5,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2151",10.3,-999,-999,-999,8822,18.52,17.92,NA,-65.59,-67.26,NA,189,333.48,189,0.05,104.75,240,-999,-999,"Chiroptera","Phyllostomidae","Ariteus","flavescens","Ariteus flavescens",-999,18.22,-66.42
"5658",NA,NA,NA,NA,NA,-999,60.5,70.5,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"889;1658;2151;2622;2655",-999,-999,-999,-999,704692,9.23,1.31,NA,-58.32,-73.61,NA,0,6.72,0,0.18,160.88,241.38,1483.43,1664.94,"Chiroptera","Phyllostomidae","Artibeus","amplus","Artibeus amplus",-999,5.27,-65.96
"5659",NA,NA,NA,NA,NA,-999,-999,35.5,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"889;1297;1658;2151;2622;2655",7.05,-999,-999,-999,3362837,0.71,-18.71,NA,-58.59,-77.93,NA,0,4.26,0,0.15,178.8,240.02,1384.93,1521.56,"Chiroptera","Phyllostomidae","Artibeus","anderseni","Artibeus anderseni",-999,-9,-68.26
"5660",NA,NA,NA,NA,NA,-999,20.8,44.23,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.99,2,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"748;889;1297;1316;1658;2151;2541;2655;2981",-999,-999,-999,-999,572772,24.48,8.35,NA,-82.71,-106.78,NA,4,88.99,9,0.09,99.95,204.17,999.1,1524.63,"Chiroptera","Phyllostomidae","Artibeus","aztecus","Artibeus aztecus",-999,16.41,-94.74
"5661",NA,NA,NA,NA,NA,-999,12.7,39,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"196;889;1297;1658;2151;2622;2655;2719",-999,-999,-999,-999,1835095,12.23,-1.38,NA,-49.88,-71.58,NA,0,19.68,0,0.13,150.84,250.38,1445.86,1710.31,"Chiroptera","Phyllostomidae","Artibeus","cinereus","Artibeus cinereus",-999,5.42,-60.73
"5662",NA,NA,NA,NA,NA,-999,19.6,47.34,-999,-999,-999,32.89,19.7,1,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"9;196;889;1658;1822;1948;2151;2655;3037;3038",-999,-999,-999,-999,6473389,10.01,-13.01,NA,-34.79,-75.23,NA,0,12.37,0,0.1,168.66,251.8,1374.77,1592.68,"Chiroptera","Phyllostomidae","Artibeus","concolor","Artibeus concolor",-999,-1.5,-55.01
"5663",NA,NA,NA,NA,NA,-999,63.9,-999,-999,-999,-999,77.95,63.9,1,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"706;889;2151;2655",-999,-999,-999,-999,1195211,-18.73,-28.22,NA,-41.76,-59.24,NA,0,75.59,1,0.07,125.63,208.92,1233.51,1315.75,"Chiroptera","Phyllostomidae","Artibeus","fimbriatus","Artibeus fimbriatus",-999,-23.48,-50.5
"5664",NA,NA,NA,NA,NA,-999,-999,56,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"889;1297;1658;2151",25.8,-999,-999,-999,336499,1.08,-13.73,NA,-75.69,-81.35,NA,0,81.95,6,0.1,67.93,165.07,790.26,1396.68,"Chiroptera","Phyllostomidae","Artibeus","fraterculus","Artibeus fraterculus",-999,-6.32,-78.52
"5665",NA,NA,NA,NA,NA,-999,11.2,-999,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"196;748;889;2151;2622;2655",-999,-999,-999,-999,11798195,19.12,-24.02,NA,-34.79,-95.55,NA,0,25.2,0,0.12,155.24,238.1,1297.21,1543.61,"Chiroptera","Phyllostomidae","Artibeus","glaucus","Artibeus glaucus",-999,-2.45,-65.17
"5666",NA,NA,NA,NA,NA,-999,16.8,39.79,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"196;889;1297;1316;1658;2151;2622;2655;2719",-999,-999,-999,-999,3507399,24.03,-17.72,NA,-60.62,-105.67,NA,0,45.36,1,0.12,140.17,219.71,1258.37,1569.93,"Chiroptera","Phyllostomidae","Artibeus","hartii","Artibeus hartii",-999,3.15,-83.15
"5667",NA,NA,NA,NA,NA,-999,40.1,55.96,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"889;1297;1658;2151;2622;2655;2983",-999,-999,-999,-999,299331,28.69,16.65,NA,-98.39,-110.11,NA,1,82.64,4,0.08,68.43,203.79,805.02,1474.59,"Chiroptera","Phyllostomidae","Artibeus","hirsutus","Artibeus hirsutus",-999,22.67,-104.25
"5668",NA,NA,NA,NA,NA,-999,-999,50.49,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"889;1658;2151",19.3,-999,-999,-999,48690,14.03,11.26,NA,-85.42,-90.08,NA,27,139.08,44,0.13,134.62,230.02,1066.46,1677.08,"Chiroptera","Phyllostomidae","Artibeus","inopinatus","Artibeus inopinatus",-999,12.64,-87.75
"5669",NA,NA,NA,NA,NA,-999,41.6,60.34,78.35,0,-999,56.5,45.2,4,-999,151.13,1,-999,-999,NA,0.98,2,120,10.6,40.72,-999,1000,288.95,-999,-999,2,2,-999,-999,-999,"108;196;359;543;889;892;980;1297;1309;1325;1507;1508;1536;1658;1702;1705;1784;1822;1948;2143;2151;2295;2315;2622;2655;2719;2751;3023;3035;30373041;3045",-999,-999,-999,-999,14327575,26.12,-25.53,NA,-34.79,-108.79,NA,0,33.02,0,0.11,147.19,237.53,1278.5,1531.97,"Chiroptera","Phyllostomidae","Artibeus","jamaicensis","Artibeus jamaicensis",-999,0.29,-71.79
"5670",NA,NA,NA,NA,NA,1,59.3,70.39,95.46,0,-999,84.82,70.1,1,-999,106.45,1,-999,-999,NA,0.98,2,-999,8.9,57.99,-999,-999,-999,-999,-999,2,1,-999,33.8,-999,"108;196;889;1297;1325;1334;1658;1705;1784;1822;1948;2143;2151;2295;2383;2622;2655;2708;2719;2751;2794;2795;2797;3035;3037;3038",-999,-999,-999,-999,14275190,22.11,-29.57,NA,-34.79,-98.34,NA,0,27.78,0,0.11,148.64,235.91,1281.41,1521.14,"Chiroptera","Phyllostomidae","Artibeus","lituratus","Artibeus lituratus",220,-3.73,-66.56
"5671",NA,NA,NA,NA,NA,-999,35.6,-999,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"889;1297;2151;2622;2655",-999,-999,-999,-999,11220757,8.79,-26.5,NA,-34.79,-78.17,NA,0,19.72,0,0.11,154.26,240.14,1302.96,1531.52,"Chiroptera","Phyllostomidae","Artibeus","obscurus","Artibeus obscurus",-999,-8.85,-56.48
"5672",NA,NA,NA,NA,NA,-999,11.7,38.55,55.5,-999,-999,-999,-999,3,-999,-999,1,-999,-999,NA,0.99,2,-999,2.68,38,-999,-999,-999,-999,-999,2,2,-999,7.6,-999,"108;196;748;889;1297;1325;1658;2143;2151;2622;2655;2751;2851;3023",-999,-999,-999,-999,1163433,24.53,-2.73,NA,-75.6,-107.38,NA,0,51.48,3,0.13,162.28,228.79,1246.06,1593.77,"Chiroptera","Phyllostomidae","Artibeus","phaeotis","Artibeus phaeotis",-999,10.89,-91.49
"5673",NA,NA,NA,NA,NA,-999,47,59.28,-999,-999,-999,-999,-999,1,-999,106.45,1,-999,-999,NA,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"889;1297;1658;1705;2151;2622;2655;3038",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Chiroptera","Phyllostomidae","Artibeus","planirostris","Artibeus planirostris",-999,-999,-999
"5674",NA,NA,NA,NA,NA,-999,15.4,39.5,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,0.98,2,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"196;748;805;889;1297;1658;2151;2622;2655;2719;2981;2982",-999,-999,-999,-999,1039042,26.74,1.03,NA,-76.09,-109.43,NA,2,67.8,5,0.09,138.84,215.72,1112.27,1568.62,"Chiroptera","Phyllostomidae","Artibeus","toltecus","Artibeus toltecus",-999,13.89,-92.76
"5675",NA,NA,NA,NA,NA,-999,73.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,11100,-999,-999,-999,-999,-999,-999,-999,-999,-999,"730;2655",-999,-999,-999,-999,284170,15.08,6.16,NA,40.05,36.51,NA,16,114.03,26,0.14,91.02,177.94,917.61,1446.32,"Rodentia","Muridae","Arvicanthis","abyssinicus","Arvicanthis abyssinicus",-999,10.62,38.28
"5676",NA,NA,NA,NA,NA,-999,128,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,25420,8,6.04,NA,39.93,38.59,NA,8,86.2,8,0.15,71.06,66.91,988.33,1350.16,"Rodentia","Muridae","Arvicanthis","blicki","Arvicanthis blicki",-999,7.02,39.26
"5677",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,186397,1.4,-7.26,NA,38.95,35.65,NA,2,61.5,5,0.17,63.55,211.44,912.74,1535.98,"Rodentia","Muridae","Arvicanthis","nairobae","Arvicanthis nairobae",-999,-2.93,37.3
"5678",NA,NA,NA,NA,NA,3,95.8,-999,-999,-999,60,-999,-999,-999,-999,21.99,-999,-999,-999,NA,4.86,3.5,-999,4.25,-999,7310,-999,44.99,-999,-999,-999,-999,20.99,22.4,-999,"381;730;774;1297;2112;2655;2815",-999,-999,-999,-999,9758465,30.73,-14.1,NA,45.99,-17.53,NA,0,40.98,1,0.11,77.47,249.02,786.76,1572.11,"Rodentia","Muridae","Arvicanthis","niloticus","Arvicanthis niloticus",26.5,8.31,14.23
