"","Parasite","genus","year","hs","first"
"37215","Zeylanema filiformis","Zeylanema",1983,1,"not the first"
"37216","Abbreviata ranae","Abbreviata",1931,1,"not the first"
"37217","Abbreviata terrapenis","Abbreviata",1941,5,"not the first"
"37222","Acanthocheilonema procyonis","Acanthocheilonema",NA,1,"exclude"
"37223","Ackertia marmotae","Ackertia",1967,1,"not the first"
"37225","Acuaria coloradensis","Acuaria",1988,1,"not the first"
"37226","Acuaria quiscali","Acuaria",1929,2,"not the first"
"37228","Agamascaris odontocephala","Agamascaris",NA,2,"exclude"
"37230","Agamofilaria oxyura","Agamofilaria",1992,1,"exclude"
"37231","Alaeuris brevicollis","Alaeuris",1927,1,"not the first"
"37232","Alaeuris caballeroi","Alaeuris",1976,2,"not the first"
"37234","Alaeuris clementensis","Alaeuris",1965,1,"not the first"
"37236","Alaeuris gopheri","Alaeuris",1976,3,"not the first"
"37239","Alaeuris kinsellai","Alaeuris",1976,2,"not the first"
"37241","Alaeuris longicollis","Alaeuris",1927,1,"not the first"
"37242","Alaeuris mazzottii","Alaeuris",1976,1,"not the first"
"37243","Alaeuris paramazzottii","Alaeuris",1976,2,"not the first"
"37245","Alaeuris mexicana","Alaeuris",1996,1,"not the first"
"37248","Alaeuris priapus","Alaeuris",1965,1,"not the first"
"37249","Alaeuris riversianae","Alaeuris",1965,1,"not the first"
"37251","Alaeuris sauromali","Alaeuris",1965,1,"not the first"
"37252","Alaeuris venustus","Alaeuris",1856,1,"first"
"37253","Alaeuris yumanae","Alaeuris",1965,2,"not the first"
"37254","Alaeuris yumanae","Alaeuris",1952,2,"not the first"
"37256","Allantonema paramorosum","Allantonema",NA,1,"exclude"
"37257","Allintoshius nycticeius","Allintoshius",1937,1,"first"
"37258","Allintoshius tadaridae","Allintoshius",1942,3,"not the first"
"37261","Parallintoshius tadaridae","Parallintoshius",NA,1,"exclude"
"37262","Allintoshius travassosi","Allintoshius",1938,2,"not the first"
"37266","Amphibiocapillaria serpentina","Amphibiocapillaria",1932,4,"not the first"
"37271","Amphibiocapillaria texensis","Amphibiocapillaria",2000,1,"not the first"
"37272","Amphicaecum parvum","Amphicaecum",1935,1,"not the first"
"37273","Anatrichosoma buccalis","Anatrichosoma",1972,1,"not the first"
"37274","Ancylostoma pluridentatum","Ancylostoma",1905,2,"not the first"
"37276","Ancyracanthopsis coronata","Ancyracanthopsis",1860,6,"first"
"37282","Ancyracanthopsis heardi","Ancyracanthopsis",1990,3,"not the first"
"37286","Ancyracanthopsis winegardi","Ancyracanthopsis",1990,8,"not the first"
"37296","Andersonstrongylus captivensis","Andersonstrongylus",1978,1,"exclude"
"37297","Angiocaulus gubernaculatus","Angiocaulus",1946,1,"exclude"
"37298","Angiostoma plethodontis","Angiostoma",1933,2,"not the first"
"37300","Angiostrongylus blarini","Angiostrongylus",1954,1,"not the first"
"37301","Angiostrongylus gubernaculatus","Angiostrongylus",1946,2,"not the first"
"37303","Angiostrongylus michiganensis","Angiostrongylus",1967,2,"not the first"
"37305","Angiostrongylus schmidti","Angiostrongylus",1971,1,"not the first"
"37306","Aorurus agile","Aorurus",1849,3,"first"
"37309","Aplectana /Cosmocercoides","Aplectana",NA,2,"not the first"
"37311","Aplectana hoffmani","Aplectana",1943,2,"not the first"
"37313","Aplectana incerta","Aplectana",1949,13,"not the first"
"37327","Aplectana mexicana","Aplectana",1933,1,"not the first"
"37328","Aprocta anthicola","Aprocta",1903,1,"not the first"
"37329","Aprocta caballeroi","Aprocta",1948,1,"not the first"
"37330","Aproctella nuda","Aproctella",1940,1,"not the first"
"37331","Aproctella stoddardi","Aproctella",1931,15,"first"
"37346","Aproctiana nyctidromi","Aproctiana",1938,1,"first"
"37347","Aproctiana travassosi","Aproctiana",1938,1,"first"
"37348","Arthrocephalus lotoris","Arthrocephalus",1925,2,"exclude"
"37350","Ascaridia bonasae","Ascaridia",1940,1,"not the first"
"37351","Ascaridia hermaphrodita","Ascaridia",1789,5,"not the first"
"37356","Ascaridia pterophora","Ascaridia",NA,1,"not the first"
"37357","Ascaris dasypodina","Ascaris",1922,3,"not the first"
"37360","Bairdascaris dasypodina","Bairdascaris",1922,2,"exclude"
"37362","Ascaris scaphirhynchi","Ascaris",1924,1,"not the first"
"37363","Ascarophis ayalai","Ascarophis",1975,2,"not the first"
"37365","Ascarophis globosa","Ascarophis",NA,1,"not the first"
"37366","Ascarophis morrhuae","Ascarophis",1871,7,"first"
"37373","Atractis bravoae","Atractis",1984,1,"not the first"
"37374","Atractis caballeroi","Atractis",1960,4,"not the first"
"37378","Atractis carolinae","Atractis",1932,1,"not the first"
"37379","Atractis impura","Atractis",1944,4,"not the first"
"37383","Atractis penneri","Atractis",1957,27,"not the first"
"37415","Atractis scelopori","Atractis",1938,18,"not the first"
"37433","Atractis vidali","Atractis",2002,2,"not the first"
"37435","Aulonocephalus pennula","Aulonocephalus",NA,1,"exclude"
"37436","Aviculariella alcyona","Aviculariella",1931,1,"first"
"37437","Avioserpens nana","Avioserpens",1957,1,"not the first"
"37438","Baruscapillaria appendiculata","Baruscapillaria",1933,2,"not the first"
"37440","Batracholandros bassi","Batracholandros",1940,2,"not the first"
"37442","Batracholandros magnavulvaris","Batracholandros",1937,22,"first"
"37466","Batracholandros salamandrae","Batracholandros",1960,7,"not the first"
"37473","Beaninema nayaritense","Beaninema",2001,1,"exclude"
"37474","Biacantha desmoda","Biacantha",NA,1,"exclude"
"37475","Bidigiticauda vivipara","Bidigiticauda",NA,2,"exclude"
"37477","Biogastranema leporis","Biogastranema",NA,1,"exclude"
"37478","Bohmiella wilsoni","Bohmiella",NA,2,"exclude"
"37481","Boreostrongylus romerolagi","Boreostrongylus",1980,1,"not the first"
"37482","Brevimulticaecum baylisi","Brevimulticaecum",1933,3,"not the first"
"37486","Brevimulticaecum tenuicolle","Brevimulticaecum",1819,3,"first"
"37489","Bulbodacnitis alpinus","Bulbodacnitis",1974,1,"not the first"
"37490","Bulbodacnitis ampullastoma","Bulbodacnitis",1971,1,"not the first"
"37491","Bulbodacnitis globosa","Bulbodacnitis",NA,1,"not the first"
"37492","Bulbodacnitis scotti","Bulbodacnitis",1935,2,"first"
"37494","Bursaphelenchus fraudulentus","Bursaphelenchus",NA,1,"not the first"
"37495","Caballeronema pseudoargumentatus","Caballeronema",1978,1,"not the first"
"37496","Camallanus ancylodirus","Camallanus",1916,4,"not the first"
"37500","Camallanus magnorugosus","Camallanus",1939,1,"not the first"
"37501","Camallanus multilineatus","Camallanus",1948,1,"not the first"
"37502","Camallanus oxycephalus","Camallanus",1916,32,"not the first"
"37534","Camallanus scabrae","Camallanus",1918,1,"not the first"
"37535","Capillaria americana","Capillaria",NA,2,"not the first"
"37537","Capillaria avellari","Capillaria",NA,1,"not the first"
"37538","Capillaria bakeri","Capillaria",1932,1,"not the first"
"37539","Capillaria catenata","Capillaria",1932,10,"not the first"
"37549","Capillaria catostomi","Capillaria",1924,2,"not the first"
"37551","Capillaria cecumitis","Capillaria",NA,1,"not the first"
"37552","Capillaria cyprinodonticola","Capillaria",1973,10,"not the first"
"37562","Capillaria didelphis","Capillaria",1977,1,"not the first"
"37563","Capillaria euproctus","Capillaria",1917,1,"not the first"
"37565","Capillaria forresteri","Capillaria",1987,1,"not the first"
"37568","Capillaria herodiae","Capillaria",1966,2,"not the first"
"37570","Capillaria heterodontis","Capillaria",1932,2,"not the first"
"37572","Capillaria longicauda","Capillaria",1935,2,"not the first"
"37574","Capillaria longistriata","Capillaria",1923,2,"not the first"
"37576","Capillaria martinezi","Capillaria",1942,1,"not the first"
"37577","Capillaria michiganensis","Capillaria",1949,1,"not the first"
"37579","Capillaria palmata","Capillaria",1938,5,"not the first"
"37584","Capillaria patzcuarensis","Capillaria",1986,5,"not the first"
"37590","Capillaria procyonis","Capillaria",1975,2,"not the first"
"37592","Capillaria quiscali","Capillaria",1949,2,"not the first"
"37594","Ornithocapillaria quiscali","Ornithocapillaria",1949,1,"not the first"
"37595","Capillaria recurvirostrae","Capillaria",1968,1,"not the first"
"37596","Capillaria teixeirafreitasi","Capillaria",1971,1,"not the first"
"37597","Paracapillaria teixeirafreitasi","Paracapillaria",1971,3,"not the first"
"37598","Paracapillaria teixeirafreitasi","Paracapillaria",1999,3,"not the first"
"37603","Capillaria xochimilcensis","Capillaria",1943,1,"not the first"
"37604","Cardianema cistudinis","Cardianema",1856,1,"exclude"
"37605","Carolinensis heuhuetlana","Carolinensis",1996,2,"not the first"
"37607","Carolinensis peromysci","Carolinensis",1974,3,"not the first"
"37610","Carolinensis tuffi","Carolinensis",2000,1,"not the first"
"37611","Castorstrongylus castoris","Castorstrongylus",1925,1,"exclude"
"37612","Cephalobellus brevicaudatus","Cephalobellus",1851,1,"not the first"
"37613","Cephaloboides rotundus","Cephaloboides",1974,1,"exclude"
"37614","Cephaluris alaskensis","Cephaluris",NA,2,"not the first"
"37616","Cephaluris coloradensis","Cephaluris",1949,2,"not the first"
"37618","Cercopithifilaria leporinus","Cercopithifilaria",1983,1,"not the first"
"37619","Chabaudgolvania elongata","Chabaudgolvania",1858,1,"first"
"37620","Chabaudgolvania waldeni","Chabaudgolvania",1988,1,"not the first"
"37621","Chandlerella bushi","Chandlerella",1987,1,"not the first"
"37622","Chandlerella chitwoodae","Chandlerella",1961,4,"not the first"
"37626","Chandlerella longigutturata","Chandlerella",NA,2,"not the first"
"37628","Chandlerella quiscali","Chandlerella",1904,3,"first"
"37632","Chandleronema longigutturata","Chandleronema",1942,11,"exclude"
"37643","Chevreuxia americana","Chevreuxia",1968,7,"first"
"37650","Chroniodiplogaster aerivora","Chroniodiplogaster",1916,2,"exclude"
"37652","Citellinema bifurcatum","Citellinema",1916,9,"first"
"37663","Citellinema quadrivittati","Citellinema",1916,2,"first"
"37665","Clavinema mariae","Clavinema",1930,4,"first"
"37669","Contortylenchus reversus","Contortylenchus",NA,1,"not the first"
"37670","Contracaecum anasi","Contracaecum",1956,1,"not the first"
"37671","Contracaecum bancrofti","Contracaecum",1941,1,"not the first"
"37672","Contracaecum caballeroi","Contracaecum",1939,5,"not the first"
"37677","Contracaecum hoffmanni","Contracaecum",1935,1,"not the first"
"37678","Contracaecum magnicollare","Contracaecum",1991,1,"not the first"
"37679","Contracaecum mexicanum","Contracaecum",1957,1,"not the first"
"37680","Contracaecum ogmorhini","Contracaecum",1941,8,"not the first"
"37689","Contracaecum rodhaini","Contracaecum",1916,4,"not the first"
"37698","Contracaecum paralichthydis","Contracaecum",1941,2,"not the first"
"37700","Contracaecum yamaguti","Contracaecum",1956,1,"not the first"
"37701","Contracaecum zenopsis","Contracaecum",NA,1,"not the first"
"37702","Cosmocerca podicipinus","Cosmocerca",1984,9,"not the first"
"37711","Cosmocercella haberi","Cosmocercella",1924,5,"first"
"37716","Cosmocercoides dukae","Cosmocercoides",1928,29,"first"
"37746","Crenosoma decoratum","Crenosoma",1847,1,"not the first"
"37747","Crenosoma goblei","Crenosoma",1945,1,"not the first"
"37748","Crenosoma hermani","Crenosoma",1962,1,"not the first"
"37749","Crenosoma mephitidis","Crenosoma",1941,2,"not the first"
"37751","Crenosoma potos","Crenosoma",1930,1,"not the first"
"37752","Cruzia americana","Cruzia",1930,2,"not the first"
"37754","Cruzia mexicana","Cruzia",1926,2,"not the first"
"37756","Cruzia morleyi","Cruzia",NA,1,"not the first"
"37758","Neocruzia morleyi","Neocruzia",1936,1,"exclude"
"37759","Cruzia tentaculata","Cruzia",1819,10,"first"
"37769","Cruzia testudines","Cruzia",1932,1,"not the first"
"37770","Cucullanellus cotylophora","Cucullanellus",1917,7,"not the first"
"37777","Cucullanus caballeroi","Cucullanus",1977,3,"not the first"
"37780","Cucullanus clitellarius","Cucullanus",1918,1,"not the first"
"37781","Cucullanus mexicanus","Cucullanus",2000,1,"not the first"
"37792","Cyathostoma bronchialis","Cyathostoma",1884,1,"not the first"
"37793","Cyathostoma pheniscus","Cyathostoma",1937,2,"not the first"
"37795","Cyathostoma variegatum","Cyathostoma",NA,2,"not the first"
"37797","Cyrnea americanum","Cyrnea",1941,1,"not the first"
"37798","Cyrnea semilunaris","Cyrnea",1860,2,"first"
"37800","Cyrtosomum penneri","Cyrtosomum",1957,2,"not the first"
"37802","Cyrtosomum readi","Cyrtosomum",NA,1,"not the first"
"37803","Cyrtosomum scelopori","Cyrtosomum",1919,2,"first"
"37805","Cystidicola cristivomeri","Cystidicola",1941,1,"not the first"
"37806","Cystidicola stigmatura","Cystidicola",1886,8,"not the first"
"37815","Cystoopsis atractostei","Cystoopsis",2003,1,"not the first"
"37816","Dermatoxys romerolagi","Dermatoxys",1950,1,"not the first"
"37817","Dicheilonema cylindrica","Dicheilonema",NA,1,"not the first"
"37818","Dichelyne cotylophora","Dichelyne",1917,2,"not the first"
"37820","Dichelyne mexicanus","Dichelyne",1999,5,"not the first"
"37825","Dichelyne robusta","Dichelyne",1932,1,"not the first"
"37826","Dictyocaulus hadweni","Dictyocaulus",1925,2,"not the first"
"37828","Didelphostrongylus hayesi","Didelphostrongylus",1976,1,"exclude"
"37829","Dipetalonema arbuta","Dipetalonema",1943,2,"not the first"
"37831","Dipetalonema didelphis","Dipetalonema",1979,1,"not the first"
"37832","Dipetalonema interstitium","Dipetalonema",NA,1,"not the first"
"37833","Dipetalonema mephitis","Dipetalonema",1964,1,"not the first"
"37834","Dipetalonema pricei","Dipetalonema",1934,2,"not the first"
"37836","Dipetalonema procyonis","Dipetalonema",NA,1,"not the first"
"37837","Diploscapter coronata","Diploscapter",1913,1,"exclude"
"37838","Diplotriaena agelaius","Diplotriaena",1927,8,"not the first"
"37846","Diplotriaena americana","Diplotriaena",1927,4,"not the first"
"37850","Diplotriaena andersoni","Diplotriaena",1971,1,"not the first"
"37851","Diplotriaena attenuatoverrucosa","Diplotriaena",1958,2,"not the first"
"37853","Diplotriaena conceptionis","Diplotriaena",1948,2,"not the first"
"37855","Diplotriaena darnaudi","Diplotriaena",1976,1,"not the first"
"37856","Diplotriaena multituberculata","Diplotriaena",NA,1,"not the first"
"37857","Diplotriaena rovegliai","Diplotriaena",1941,1,"not the first"
"37858","Diplotriaena sylvinae","Diplotriaena",1970,3,"not the first"
"37861","Diplotriaena thomasi","Diplotriaena",1944,4,"not the first"
"37865","Diplotriaena utae","Diplotriaena",1983,1,"not the first"
"37866","Diplotriaenoides hepaticus","Diplotriaenoides",NA,1,"exclude"
"37867","Diplotriaenoides minutus","Diplotriaenoides",NA,1,"exclude"
"37868","Dirofilaria acutiuscula","Dirofilaria",1858,5,"not the first"
"37873","Dirofilaria fausti","Dirofilaria",1948,1,"not the first"
"37874","Dirofilaria hystrix","Dirofilaria",1929,1,"not the first"
"37875","Dirofilaria louisianensis","Dirofilaria",1941,1,"not the first"
"37876","Dirofilaria lutrae","Dirofilaria",1965,1,"not the first"
"37877","Dirofilaria scapiceps","Dirofilaria",1886,7,"not the first"
"37891","Dirofilaria subdermata","Dirofilaria",1924,2,"not the first"
"37893","Dirofilaria uniformis","Dirofilaria",1957,3,"not the first"
"37896","Dracunculus insignis","Dracunculus",1858,7,"not the first"
"37903","Dracunculus lutrae","Dracunculus",1973,1,"not the first"
"37904","Dracunculus ophidensis","Dracunculus",NA,1,"not the first"
"37905","Dujardinascaris antipini","Dujardinascaris",1950,1,"not the first"
"37906","Dujardinascaris cenotae","Dujardinascaris",1936,1,"not the first"
"37907","Dujardinascaris helicina","Dujardinascaris",1927,4,"not the first"
"37911","Dujardinascaris waltoni","Dujardinascaris",1977,1,"not the first"
"37912","Dujardinia cenotae","Dujardinia",1936,1,"exclude"
"37913","Dunnifilaria meningica","Dunnifilaria",1987,1,"exclude"
"37919","Echinuria hypognatha","Echinuria",1937,1,"not the first"
"37920","Echinuria parva","Echinuria",1928,2,"not the first"
"37922","Elaeophora schneideri","Elaeophora",1935,2,"not the first"
"37924","Elaphostrongylus odocoilei","Elaphostrongylus",1934,1,"not the first"
"37931","Eucoleus trilobus","Eucoleus",1875,2,"not the first"
"37933","Eucyathostomum webbi","Eucyathostomum",1976,1,"not the first"
"37934","Eufilaria hibleri","Eufilaria",1981,1,"not the first"
"37935","Eufilaria longicaudata","Eufilaria",1964,1,"not the first"
"37936","Eufilaria mcintoshi","Eufilaria",1960,1,"not the first"
"37937","Eufilaria sturninus","Eufilaria",1982,1,"not the first"
"37938","Eulimdana andersoni","Eulimdana",1992,1,"not the first"
"37939","Eulimdana juventarum","Eulimdana",1989,1,"not the first"
"37941","Eulimdana metcalforum","Eulimdana",1992,1,"not the first"
"37942","Eulimdana pseudolari","Eulimdana",1989,1,"not the first"
"37943","Eulimdana wongae","Eulimdana",1992,4,"not the first"
"37947","Euryconema paradisa","Euryconema",1932,1,"first"
"37948","Eustrongylides ignotus","Eustrongylides",1909,63,"not the first"
"38016","Eustrongylides rubrum","Eustrongylides",1892,1,"not the first"
"38017","Eustrongylides wenrichi","Eustrongylides",1929,2,"not the first"
